날짜,시작시간,종료시간,경기시간,홈팀 선발,어웨이팀 선발,구장
2022.07.24(일),17:00,19:57,2:57,루친스키,배재준,구장 : 창원
2022.07.26(화),18:30,21:10,2:40,오원석,플럿코,구장 : 문학
2022.07.27(수),18:30,21:30,3:00,모리만도,임찬규,구장 : 문학
2022.07.28(목),18:30,21:11,2:41,김광현,켈리,구장 : 문학
2022.07.29(금),18:30,21:44,3:14,김윤식,고영표,구장 : 잠실
2022.07.30(토),18:00,21:30,3:30,배재준,소형준,구장 : 잠실
2022.08.02(화),18:30,21:14,2:44,이인복,플럿코,구장 : 사직
2022.08.03(수),18:30,21:30,3:00,반즈,임찬규,구장 : 사직
2022.08.04(목),18:30,21:51,3:21,박세웅,김윤식,구장 : 사직
2022.08.05(금),18:31,22:25,3:54,켈리,최원태,구장 : 잠실
2022.08.06(토),18:00,21:25,3:25,이민호,한현희,구장 : 잠실
2022.08.07(일),17:00,20:05,3:05,플럿코,애플러,구장 : 잠실
2022.08.12(금),18:30,22:44,4:14,라미레즈,이민호,구장 : 대전
2022.08.14(일),17:00,20:17,3:17,김태경,임찬규,구장 : 창원
2022.08.16(화),18:30,21:41,3:11,플럿코,수아레즈,구장 : 잠실
2022.08.17(수),18:29,22:29,4:00,김윤식,양창섭,구장 : 잠실
2022.08.18(목),18:30,21:53,3:23,폰트,이민호,구장 : 문학
2022.08.20(토),18:00,21:21,3:21,켈리,스탁,구장 : 잠실
2022.08.21(일),17:00,20:26,3:26,임찬규,곽빈,구장 : 잠실
2022.08.23(화),18:49,22:05,3:16,김민우,플럿코,구장 : 대전
2022.08.24(수),18:30,22:18,3:48,라미레즈,이민호,구장 : 대전
2022.08.25(목),18:30,21:38,3:08,김윤식,이의리,구장 : 잠실
2022.08.26(금),18:30,20:49,2:19,켈리,놀린,구장 : 잠실
2022.08.27(토),18:00,20:51,2:51,임찬규,안우진,구장 : 잠실
2022.08.28(일),17:00,19:56,2:56,플럿코,요키시,구장 : 잠실
2022.08.31(수),18:30,21:48,3:18,이민호,루친스키,구장 : 잠실
2022.09.01(목),18:31,21:29,2:58,엄상백,켈리,구장 : 수원
2022.09.02(금),18:30,21:35,3:05,소형준,김윤식,구장 : 수원
2022.09.04(일),14:00,17:05,3:05,반즈,플럿코,구장 : 사직
2022.09.06(화),18:30,21:45,3:15,이민호,김광현,구장 : 잠실
2022.09.07(수),18:30,22:40,4:10,켈리,폰트,구장 : 잠실
2022.09.08(목),18:30,21:20,2:50,요키시,임찬규,구장 : 고척
2022.09.09(금),14:00,17:34,3:34,한현희,김윤식,구장 : 고척
2022.09.10(토),16:59,20:18,3:19,최하늘,플럿코,구장 : 대구
2022.09.11(일),14:00,16:49,2:49,뷰캐넌,이민호,구장 : 대구
2022.09.13(화),18:30,21:35,3:05,박신지,켈리,구장 : 잠실
2022.09.14(수),18:30,21:46,3:16,곽빈,임찬규,구장 : 잠실
2022.09.15(목),18:30,21:31,3:01,김윤식,소형준,구장 : 잠실
2022.09.17(토),17:00,20:02,3:02,이민호,김기중,구장 : 잠실
2022.09.18(일),14:00,17:30,3:30,켈리,장민재,구장 : 잠실
2022.09.20(화),18:30,21:49,3:19,놀린,플럿코,구장 : 광주
2022.09.21(수),18:30,21:28,2:58,파노니,김윤식,구장 : 광주
2022.09.22(목),18:30,21:22,2:52,임찬규,반즈,구장 : 잠실
2022.09.23(금),18:30,21:37,3:07,이민호,스트레일리,구장 : 잠실
2022.09.24(토),17:00,20:32,3:32,켈리,장민재,구장 : 잠실
2022.09.25(일),14:00,17:46,3:46,모리만도,플럿코,구장 : 문학
2022.09.27(화),18:30,22:16,3:46,문동주,김윤식,구장 : 대전
2022.09.28(수),18:30,22:04,3:34,김민우,임찬규,구장 : 대전
2022.09.29(목),18:30,21:54,3:24,이민호,데스파이네,구장 : 잠실
2022.09.30(금),18:31,21:21,2:50,켈리,송명기,구장 : 잠실
2022.10.01(토),17:00,20:38,3:38,배재준,더모디,구장 : 잠실
2022.10.02(일),14:00,17:08,3:08,김영준,김태경,구장 : 잠실
2022.10.04(화),18:30,21:37,3:07,임찬규,이의리,구장 : 잠실
2022.10.05(수),18:30,21:19,2:49,파노니,김윤식,구장 : 광주
2022.10.06(목),18:31,21:40,3:09,임기영,이지강,구장 : 광주
2022.10.07(금),18:29,21:53,3:24,더모디,강효종,구장 : 창원
2022.10.08(토),17:00,19:58,2:58,스트레일리,김영준,구장 : 사직
2022.10.11(화),18:30,21:57,3:27,임찬규,고영표,구장 : 잠실
2023.04.01(토),14:00,17:12,3:12,벤자민,켈리,구장 : 수원
2023.04.02(일),14:00,18:47,4:47,소형준,김윤식,구장 : 수원
2023.04.04(화),18:30,21:33,3:03,후라도,플럿코,구장 : 고척
2023.04.05(수),18:30,21:40,3:10,최원태,이민호,구장 : 고척
2023.04.06(목),18:31,21:45,3:14,장재영,강효종,구장 : 고척
2023.04.07(금),18:30,21:11,2:41,켈리,양창섭,구장 : 잠실
2023.04.08(토),17:00,19:52,2:52,김윤식,뷰캐넌,구장 : 잠실
2023.04.09(일),14:01,17:25,3:24,플럿코,수아레즈,구장 : 잠실
2023.04.11(화),18:30,22:14,3:44,반즈,박명근,구장 : 사직
2023.04.12(수),18:29,22:32,4:03,박세웅,강효종,구장 : 사직
2023.04.13(목),18:30,21:54,3:24,한현희,켈리,구장 : 사직
2023.04.14(금),18:30,22:01,3:31,김윤식,알칸타라,구장 : 잠실
2023.04.15(토),17:00,19:32,2:32,플럿코,곽빈,구장 : 잠실
2023.04.16(일),14:00,17:24,3:24,임찬규,최승용,구장 : 잠실
2023.04.18(화),18:30,22:17,3:47,강효종,이용준,구장 : 잠실
2023.04.19(수),18:29,21:36,3:07,켈리,페디,구장 : 잠실
2023.04.20(목),18:30,22:17,3:47,김윤식,송명기,구장 : 잠실
2023.04.21(금),18:30,21:58,3:28,페냐,플럿코,구장 : 대전
2023.04.22(토),17:00,19:54,2:54,남지민,임찬규,구장 : 대전
2023.04.23(일),14:00,17:36,3:36,이태양,강효종,구장 : 대전
2023.04.25(화),18:29,22:08,3:39,켈리,문승원,구장 : 잠실
2023.04.26(수),18:30,21:42,3:12,김윤식,송영진,구장 : 잠실
2023.04.27(목),18:30,21:44,3:14,플럿코,김광현,구장 : 잠실
2023.04.28(금),18:30,22:44,4:14,임찬규,양현종,구장 : 잠실
2023.04.29(토),17:01,21:00,3:59,강효종,앤더슨,구장 : 잠실
2023.04.30(일),14:00,18:12,4:12,켈리,이의리,구장 : 잠실
2023.05.02(화),18:30,21:53,3:23,송명기,이지강,구장 : 창원
2023.05.03(수),18:30,21:03,2:33,구창모,플럿코,구장 : 창원
2023.05.07(일),13:59,16:51,2:52,곽빈,켈리,구장 : 잠실
2023.05.09(화),18:30,22:04,3:34,플럿코,후라도,구장 : 잠실
2023.05.10(수),18:30,21:47,3:17,김윤식,최원태,구장 : 잠실
2023.05.11(목),18:30,20:53,2:23,임찬규,정찬헌,구장 : 잠실
2023.05.12(금),18:30,21:04,2:34,백정현,이지강,구장 : 대구
2023.05.13(토),17:00,19:52,2:52,허윤동,켈리,구장 : 대구
2023.05.14(일),13:59,17:04,3:05,뷰캐넌,플럿코,구장 : 대구
2023.05.16(화),18:30,21:42,3:12,김윤식,벤자민,구장 : 잠실
2023.05.17(수),18:30,21:33,3:03,임찬규,슐서,구장 : 잠실
2023.05.18(목),18:30,21:43,3:13,이지강,고영표,구장 : 잠실
2023.05.19(금),18:30,21:30,3:00,켈리,문동주,구장 : 잠실
2023.05.20(토),17:00,21:21,4:21,플럿코,이태양,구장 : 잠실
2023.05.21(일),14:00,16:43,2:43,김윤식,페냐,구장 : 잠실
2023.05.23(화),18:29,21:32,3:03,오원석,임찬규,구장 : 문학
2023.05.24(수),18:29,21:41,3:12,엘리아스,이지강,구장 : 문학
2023.05.25(목),18:29,21:34,3:05,송영진,켈리,구장 : 문학
2023.05.26(금),18:31,21:27,2:56,메디나,플럿코,구장 : 광주
2023.05.27(토),13:59,17:12,3:13,양현종,김윤식,구장 : 광주
2023.05.28(일),13:59,17:00,3:01,앤더슨,임찬규,구장 : 광주
2023.05.30(화),18:30,21:32,3:02,이민호,한현희,구장 : 잠실
2023.05.31(수),18:30,21:45,3:15,켈리,박세웅,구장 : 잠실
2023.06.01(목),18:30,20:58,2:28,플럿코,반즈,구장 : 잠실
2023.06.02(금),18:30,21:46,3:16,김윤식,구창모,구장 : 잠실
2023.06.03(토),16:59,20:34,3:35,임찬규,페디,구장 : 잠실
2023.06.04(일),17:00,20:25,3:25,이지강,이재학,구장 : 잠실
2023.06.06(화),14:00,17:08,3:08,요키시,켈리,구장 : 고척
2023.06.07(수),18:30,22:56,4:26,후라도,플럿코,구장 : 고척
2023.06.08(목),18:30,21:21,2:51,최원태,김윤식,구장 : 고척
2023.06.09(금),18:30,21:56,3:26,페냐,임찬규,구장 : 대전
2023.06.10(토),17:00,20:24,2:41,산체스,이민호,구장 : 대전
2023.06.11(일),17:00,20:59,3:59,장민재,켈리,구장 : 대전
2023.06.13(화),18:30,21:23,2:53,플럿코,최채흥,구장 : 잠실
2023.06.14(수),18:29,21:38,3:09,이상영,뷰캐넌,구장 : 잠실
2023.06.15(목),18:30,21:30,3:00,임찬규,황동재,구장 : 잠실
2023.06.16(금),18:30,22:12,3:42,이민호,최승용,구장 : 잠실
2023.06.17(토),17:00,20:08,3:08,켈리,곽빈,구장 : 잠실
2023.06.18(일),17:00,20:04,3:04,플럿코,장원준,구장 : 잠실
2023.06.20(화),18:29,22:01,3:32,최성영,이상영,구장 : 창원
2023.06.21(수),18:30,22:43,4:13,신민혁,임찬규,구장 : 창원
2023.06.22(목),18:30,23:06,4:36,이재학,이민호,구장 : 창원
2023.06.23(금),18:30,21:10,2:40,켈리,박세웅,구장 : 잠실
2023.06.24(토),16:59,19:52,2:53,플럿코,반즈,구장 : 잠실
2023.06.25(일),17:01,20:59,3:58,이정용,스트레일리,구장 : 잠실
2023.06.27(화),18:30,21:38,3:08,오원석,임찬규,구장 : 문학
2023.06.28(수),18:30,22:33,4:03,박종훈,이지강,구장 : 문학
2023.06.30(금),18:30,21:56,3:26,켈리,양현종,구장 : 잠실
2023.07.01(토),18:01,21:12,3:11,플럿코,김건국,구장 : 잠실
2023.07.02(일),17:00,19:58,2:58,이정용,앤더슨,구장 : 잠실
2023.07.05(수),18:30,21:54,3:24,임찬규,벤자민,구장 : 잠실
2023.07.06(목),18:30,22:09,3:39,켈리,쿠에바스,구장 : 잠실
2023.07.08(토),18:00,21:15,3:15,박세웅,플럿코,구장 : 사직
2023.07.09(일),17:00,20:35,3:35,스트레일리,이정용,구장 : 사직
2023.07.12(수),18:29,21:08,2:39,켈리,문동주,구장 : 잠실
2023.07.21(금),18:30,21:50,3:20,켈리,김광현,구장 : 잠실
2023.07.25(화),18:29,20:58,2:29,벤자민,플럿코,구장 : 수원
2023.07.26(수),18:29,22:47,4:18,고영표,임찬규,구장 : 수원
2023.07.27(목),18:29,21:53,3:24,쿠에바스,이정용,구장 : 수원
2023.07.28(금),18:30,21:42,3:12,알칸타라,켈리,구장 : 잠실
2023.07.29(토),18:00,22:15,4:15,김동주,이지강,구장 : 잠실
2023.07.30(일),17:00,19:54,2:54,브랜든,최원태,구장 : 잠실
2023.08.01(화),18:30,21:42,3:12,임찬규,맥키니,구장 : 잠실
2023.08.02(수),18:30,21:30,3:00,이정용,안우진,구장 : 잠실
2023.08.03(목),18:30,23:00,4:30,켈리,후라도,구장 : 잠실
2023.08.04(금),18:30,21:23,2:53,뷰캐넌,이지강,구장 : 대구
2023.08.05(토),18:00,20:34,2:34,백정현,최원태,구장 : 대구
2023.08.06(일),16:59,20:47,3:48,수아레즈,임찬규,구장 : 대구
2023.08.09(수),18:40,21:36,2:56,이의리,이정용,구장 : 광주
2023.08.11(금),18:30,21:27,2:57,켈리,장재영,구장 : 잠실
2023.08.12(토),18:00,21:24,3:24,최원태,맥키니,구장 : 잠실
2023.08.13(일),17:00,20:42,3:42,임찬규,김동규,구장 : 잠실
2023.08.15(화),17:00,20:13,3:13,원태인,플럿코,구장 : 대구
2023.08.16(수),18:30,21:05,2:35,뷰캐넌,이정용,구장 : 대구
2023.08.17(목),18:30,21:12,2:42,백정현,켈리,구장 : 대구
2023.08.18(금),18:30,23:03,4:33,맥카티,최원태,구장 : 문학
2023.08.19(토),18:00,21:21,3:21,김광현,임찬규,구장 : 문학
2023.08.20(일),17:00,19:48,2:48,엘리아스,플럿코,구장 : 문학
2023.08.24(목),18:30,21:17,2:47,켈리,반즈,구장 : 잠실
2023.08.25(금),18:30,21:08,2:38,페디,최원태,구장 : 창원
2023.08.26(토),18:00,21:17,3:17,태너,플럿코,구장 : 창원
2023.08.27(일),17:00,20:30,3:30,최성영,임찬규,구장 : 창원
2023.08.31(목),18:30,22:05,3:35,켈리,곽빈,구장 : 잠실
2023.09.01(금),18:30,21:14,2:44,이정용,페냐,구장 : 잠실
2023.09.02(토),14:00,17:08,3:08,김윤식,산체스,구장 : 잠실
2023.09.03(일),14:01,17:33,3:32,임찬규,문동주,구장 : 잠실
2023.09.05(화),18:29,23:31,3:18,쿠에바스,최원태,구장 : 수원
2023.09.06(수),18:29,21:44,3:15,벤자민,켈리,구장 : 수원
2023.09.07(목),18:30,21:48,3:18,고영표,이정용,구장 : 수원
2023.09.08(금),18:30,21:53,3:23,윤영철,김윤식,구장 : 광주
2023.09.09(토),14:00,17:32,3:32,황동하,임찬규,구장 : 광주
2023.09.09(토),18:04,21:52,3:48,이의리,손주영,구장 : 광주
2023.09.10(일),14:01,17:58,3:57,김건국,최원태,구장 : 광주
2023.09.15(금),18:40,21:43,2:16,페냐,김윤식,구장 : 대전
2023.09.16(토),17:00,20:19,3:19,켈리,오원석,구장 : 잠실
2023.09.17(일),14:00,18:07,2:57,이정용,김광현,구장 : 잠실
2023.09.17(일),18:37,22:23,3:46,임찬규,맥카티,구장 : 잠실
2023.09.19(화),18:30,21:12,2:42,양현종,이지강,구장 : 광주
2023.09.21(목),18:30,21:47,3:17,송영진,켈리,구장 : 문학
2023.09.22(금),18:30,22:02,3:32,이정용,최성영,구장 : 잠실
2023.09.23(토),16:59,19:30,2:31,임찬규,산체스,구장 : 잠실
2023.09.24(일),14:00,16:44,2:44,최원태,이태양,구장 : 잠실
2023.09.27(수),14:59,17:48,2:49,켈리,주권,구장 : 잠실
2023.09.27(수),18:30,21:20,2:50,김윤식,배제성,구장 : 잠실
2023.09.28(목),17:00,20:08,3:08,이정용,최채흥,구장 : 잠실
2023.09.29(금),14:00,17:07,3:07,최원준,임찬규,구장 : 잠실
2023.09.30(토),14:12,18:16,4:04,김동주,최원태,구장 : 잠실
2023.10.01(일),14:01,16:59,2:58,알칸타라,이지강,구장 : 잠실
2023.10.02(월),13:59,17:35,3:36,주권,강효종,구장 : 수원
2023.10.04(수),18:29,22:20,3:51,이인복,켈리,구장 : 사직
2023.10.05(목),18:29,21:36,3:07,한현희,임찬규,구장 : 사직
2023.10.06(금),18:30,21:39,3:09,이정용,황동하,구장 : 잠실
2023.10.07(토),17:00,19:49,2:49,후라도,이지강,구장 : 고척
2023.10.09(월),14:00,17:07,3:07,강효종,심재민,구장 : 잠실
2023.10.10(화),18:30,21:23,2:53,손주영,이인복,구장 : 잠실
2023.10.13(금),18:30,21:23,2:53,태너,이지강,구장 : 창원
2023.10.14(토),17:00,19:44,2:44,김윤식,브랜든,구장 : 잠실
2023.10.15(일),14:00,17:04,3:04,임찬규,김동주,구장 : 잠실
2024.03.23(토),14:00,16:49,2:49,엔스,류현진,구장 : 잠실
2024.03.24(일),14:00,17:04,3:04,임찬규,페냐,구장 : 잠실
2024.03.26(화),18:30,21:09,2:39,켈리,백정현,구장 : 잠실
2024.03.27(수),18:30,22:42,4:12,최원태,원태인,구장 : 잠실
2024.03.28(목),18:30,21:36,3:06,손주영,이승민,구장 : 잠실
2024.03.29(금),18:30,21:13,2:43,후라도,엔스,구장 : 고척
2024.03.30(토),17:01,19:45,2:44,하영민,임찬규,구장 : 고척
2024.03.31(일),14:00,16:49,2:49,헤이수스,켈리,구장 : 고척
2024.04.02(화),18:30,22:14,3:44,최원태,하트,구장 : 잠실
2024.04.03(수),18:30,21:18,2:48,손주영,이재학,구장 : 잠실
2024.04.04(목),18:31,22:47,4:16,엔스,김시훈,구장 : 잠실
2024.04.05(금),18:30,22:34,4:04,임찬규,원상현,구장 : 잠실
2024.04.06(토),17:00,19:56,2:56,켈리,벤자민,구장 : 잠실
2024.04.07(일),14:01,17:49,3:48,최원태,김민,구장 : 잠실
2024.04.09(화),18:30,21:26,2:56,네일,손주영,구장 : 광주
2024.04.10(수),14:00,17:19,3:19,이의리,엔스,구장 : 광주
2024.04.11(목),18:29,21:37,3:08,크로우,임찬규,구장 : 광주
2024.04.12(금),18:30,21:22,2:52,곽빈,켈리,구장 : 잠실
2024.04.13(토),17:01,20:20,3:19,이영하,최원태,구장 : 잠실
2024.04.14(일),14:00,17:29,3:29,김동주,손주영,구장 : 잠실
2024.04.16(화),18:30,21:16,2:46,엔스,윌커슨,구장 : 잠실
2024.04.17(수),18:30,22:01,3:31,임찬규,이인복,구장 : 잠실
2024.04.18(목),18:30,21:29,2:59,켈리,박세웅,구장 : 잠실
2024.04.19(금),18:29,21:34,3:05,박종훈,최원태,구장 : 문학
2024.04.21(일),14:00,17:00,3:00,김광현,엔스,구장 : 문학
2024.04.21(일),17:40,21:16,3:36,오원석,손주영,구장 : 문학
2024.04.23(화),18:30,21:26,2:24,레예스,임찬규,구장 : 대구
2024.04.24(수),18:30,20:58,2:28,이승현,켈리,구장 : 대구
2024.04.25(목),18:30,21:35,3:05,이호성,최원태,구장 : 대구
2024.04.26(금),18:31,22:03,3:32,김윤식,네일,구장 : 잠실
2024.04.27(토),14:00,17:14,3:14,엔스,황동하,구장 : 잠실
2024.04.28(일),14:01,17:34,3:33,손주영,크로우,구장 : 잠실
2024.04.30(화),18:31,21:13,2:42,이재학,켈리,구장 : 창원
2024.05.01(수),18:30,21:20,2:50,카스타노,최원태,구장 : 창원
2024.05.02(목),18:30,22:39,4:09,하트,임찬규,구장 : 창원
2024.05.03(금),18:31,21:42,3:11,엔스,김유성,구장 : 잠실
2024.05.04(토),14:01,17:00,2:59,손주영,최준호,구장 : 잠실
2024.05.07(화),18:30,21:43,3:13,최원태,송영진,구장 : 잠실
2024.05.08(수),18:30,21:32,3:02,켈리,오원석,구장 : 잠실
2024.05.09(목),18:31,21:22,2:51,임찬규,김광현,구장 : 잠실
2024.05.10(금),18:31,21:36,3:05,박세웅,엔스,구장 : 사직
2024.05.11(토),17:02,20:43,3:41,윌커슨,손주영,구장 : 사직
2024.05.12(일),14:00,17:24,3:24,홍민기,강효종,구장 : 사직
2024.05.14(화),18:30,21:37,3:07,켈리,김인범,구장 : 잠실
2024.05.16(목),18:30,22:09,3:39,엔스,후라도,구장 : 잠실
2024.05.17(금),18:30,22:43,4:13,원상현,임찬규,구장 : 수원
2024.05.18(토),16:59,20:12,3:13,주권,최원태,구장 : 수원
2024.05.19(일),14:00,17:01,3:01,성재헌,손주영,구장 : 수원
2024.05.21(화),18:30,21:30,3:00,문동주,켈리,구장 : 대전
2024.05.22(수),18:30,22:24,3:54,김기중,엔스,구장 : 대전
2024.05.23(목),18:30,21:49,3:19,황준서,임찬규,구장 : 대전
2024.05.24(금),18:31,21:23,2:52,최원태,이준호,구장 : 잠실
2024.05.25(토),14:01,17:17,3:16,손주영,이용준,구장 : 잠실
2024.05.26(일),14:40,17:29,2:49,켈리,카스타노,구장 : 잠실
2024.05.28(화),18:30,21:55,3:25,김광현,엔스,구장 : 문학
2024.05.29(수),18:30,22:08,3:38,송영진,임찬규,구장 : 문학
2024.05.30(목),18:30,21:20,2:50,앤더슨,최원태,구장 : 문학
2024.05.31(금),18:30,21:57,3:27,브랜든,손주영,구장 : 잠실
2024.06.01(토),17:00,21:02,4:02,알칸타라,켈리,구장 : 잠실
2024.06.02(일),14:00,17:37,3:37,김유성,엔스,구장 : 잠실
